,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,weight
154,15762.5,589.2619735002518,192.3498077392578,54.01852798461914,80.3604965209961,270.40289306640625,84.18475341796875,74.0,8.0,232.0,93.0,15762.5,3005267.5,851580.6666666666,636591807.0833333,156640195.7083333,53117458.916666664,145550612544.05002,32255428867.866665,9518702166.766666,3635257387.1000004,63609555.12100184,-5721593.421669304,7110186.47635299,-77056035.36453247,44838038.12202835,9590269.288347483,-2718552.9607930183,0.2560189776591918,-0.023028560655876846,0.02861744071593239,-0.0024702670827335235,0.001437420561584969,0.0003074454379268437,-8.715153666997255e-05,48.8
155,14856.5,581.1198381185532,197.1139373779297,57.73493576049805,81.44374084472656,256.6937255859375,85.00594329833984,80.0,11.0,225.0,90.0,14856.5,2929888.6666666665,865917.3333333333,631515382.9166666,166055308.625,57219363.58333333,145584994502.30002,34928753209.61667,10749444325.183332,4113196327.1000004,53704485.39290416,-4714481.1103720665,6749008.643265955,-140182318.40960693,-19875793.526222706,14637132.749031305,-8595875.851662636,0.24331985269112383,-0.02135998214857458,0.030577851679918885,-0.005210770791420708,-0.0007388107540077062,0.0005440824824707197,-0.00031952060233191753,48.8
156,15355.0,602.8183224201202,189.26589965820312,54.02595901489258,81.47254180908203,268.3202209472656,87.6678466796875,75.0,10.0,229.0,88.0,15355.0,2924796.1666666665,833910.1666666666,616095314.6666666,156615119.91666666,51991676.0,139733169844.95,32649717848.033333,9656073773.566666,3547073810.3500004,58984756.767088175,-2226772.5490466654,6703094.686419554,-90340126.1767273,38683337.759673595,-5352350.065170288,-4599573.740425587,0.25017283571172333,-0.009444440116617733,0.02842992491038711,-0.0030921185834009942,0.0013240347630317788,-0.00018319767529441502,-0.0001574320076847208,48.8
157,16234.0,625.6122596263885,195.27166748046875,106.45478820800781,79.21729278564453,293.01214599609375,61.810604095458984,82.0,27.0,224.0,157.0,16234.0,3150142.6666666665,1741500.5,672166598.3333333,308640315.5,209017899.8333333,153969423695.0,60747304156.15,34308838007.75,27136757218.45,60894033.32447672,-29290880.08157772,22198632.154372483,-94298465.8808899,8264800.328309059,34103515.509797096,-48325636.11519623,0.23105940853284815,-0.11114280098663655,0.08423161573969608,-0.0028082823684012644,0.0002461322442897868,0.0010156294740535227,-0.001439175394597631,51.2
158,16328.5,635.6883796453476,205.2705078125,89.68704986572266,80.41797637939453,292.4658203125,79.44093322753906,77.0,33.0,251.0,109.0,16328.5,3345177.0,1478952.3333333333,761582784.9166666,290164923.5416666,142890146.25,187043347523.40002,63571886466.78333,27027092484.05,14530010873.6,76265140.22615612,-12824164.83528167,8934179.426831245,-228600400.27972412,-153895710.18431282,76657738.06879282,-30675424.97244835,0.2860444277494361,-0.04809905129387676,0.03350904796058137,-0.006709826029836423,-0.004517111259697356,0.002250040182138693,-0.0009003779726744605,51.8
159,15543.5,590.3746713399887,198.993896484375,81.4300765991211,81.69536590576172,264.97991943359375,78.0737533569336,84.0,25.0,225.0,110.0,15543.5,3064528.6666666665,1275437.6666666665,663277745.4166666,240560386.7083333,113531047.75,153955669688.5,50120419545.65,20622206818.416668,10753655241.2,59080753.18056953,-10902623.04149416,8873715.646412611,-111495900.43661499,-6425647.589726448,27880045.077459335,-18533583.320207596,0.2445391442884527,-0.045126677734084505,0.036728895858870896,-0.0037015775746894507,-0.0002133265252609933,0.0009255959119207562,-0.00061530061758387,51.8
160,17883.0,654.3818116188049,162.53504943847656,122.31425476074219,82.35675811767578,295.0396423339844,117.32765197753906,37.0,41.0,243.0,160.0,17883.0,2871695.833333333,2169935.333333333,532434164.0,381331452.5,288040427.5,108340393246.25,75043377928.71666,54155841229.916664,40927682313.4,71290230.70111132,32877934.894670367,24739004.31326157,-55104556.50253296,-121782415.11007881,-77256164.99796486,-27033349.651626587,0.22292011941535217,0.1028072584528169,0.07735732850761014,-0.0012885063703618612,-0.0028476305341496796,-0.0018064760351538087,-0.0006321191104539482,51.6
161,15668.5,589.7127648591995,158.3865966796875,114.02919006347656,84.07162475585938,258.932861328125,118.79694366455078,55.0,38.0,211.0,149.0,15668.5,2474443.6666666665,1787376.0,438158311.25,304287701.9583333,222912848.5833333,84304548466.8,56881124931.583336,40127924508.35,29683204936.5,47382457.81752229,22016825.795841694,19018859.66441956,142790571.32426453,-55559500.87845421,-98643347.09190321,-84595572.32899857,0.1930024138847439,0.08968088023297792,0.07746929968691338,0.00464655386895327,-0.0018079640088954853,-0.0032099572249452515,-0.0027528280071726866,51.6
162,16558.0,629.269113779068,172.15188598632812,134.82791137695312,88.37498474121094,260.909912109375,112.81720733642578,49.0,59.0,238.0,142.0,16558.0,2837569.333333333,2243789.333333333,546673540.0,406131674.6666666,320654849.6666666,114563022435.20001,81338877579.46666,60668089409.4,47861149017.4,60395020.76616889,21610126.00577104,16596957.869321346,178785808.01107788,-148060429.6203804,-139828723.6003523,-89212465.24294281,0.22028522974079762,0.07882092781025184,0.06053586257378666,0.0050677285717263335,-0.004196810014600185,-0.003963480242758545,-0.0025287497038791276,51.6
163,16468.0,626.9259679317474,171.76004028320312,134.75767517089844,89.6165771484375,259.06610107421875,113.5860366821289,51.0,57.0,236.0,145.0,16468.0,2823020.5,2238783.0,543103936.8333333,405484594.8333333,321349467.6666666,113631632576.85,81142142595.18333,60834168830.61667,48193218036.3,59168744.73834604,21702089.122166157,16992574.231580377,244293129.28862,-132010063.60610676,-153727165.82906055,-113625411.78011322,0.2181778406758158,0.08002392080087044,0.06265813428634434,0.007019547333250661,-0.0037931925987722136,-0.004417214352633994,-0.003264925864158378,51.6
164,17224.5,630.0559107065201,222.13446044921875,87.54882049560547,88.20045471191406,273.0129699707031,67.33949279785156,100.0,18.0,234.0,145.0,17224.5,3804313.0,1505731.6666666665,904339957.9166666,309806809.4583333,149340577.5833333,228037051155.2,69113245278.65,28939760187.316666,16186059657.2,64095108.89527273,-22758696.304485142,17712498.277531847,-14153253.359344482,110899571.15684223,-65512609.70837021,34219203.77423668,0.216038743122342,-0.07671037976950361,0.059701682880155836,-0.0003634877016560021,0.002848152944836696,-0.0016825126582405146,0.0008788268970104672,56.1
165,17661.5,646.1980460882187,219.18731689453125,89.57587432861328,88.358642578125,278.6298828125,66.59420013427734,96.0,17.0,238.0,150.0,17661.5,3855888.6666666665,1577581.3333333333,909862647.4166666,319071613.2916666,160359856.75,228446216712.90002,70286046146.45,30407465300.88333,17845789897.100002,68038486.9700203,-25348621.90607357,19445276.262398303,94902724.45327759,82529988.97263241,-74131887.41454983,48109839.85990524,0.21812200241236562,-0.08126418465159285,0.06233887296295786,0.002289336940867801,0.0019908696359658027,-0.0017882823631468515,0.0011605529161045223,56.1
166,18259.0,656.7838325500488,219.0403594970703,90.86576080322266,86.0792236328125,294.02935791015625,65.87495422363281,93.0,16.0,241.0,151.0,18259.0,3941115.6666666665,1680135.6666666665,926638510.5,332541308.25,176604291.5,232729874101.1,72432000617.83333,32501602515.033333,20314119990.5,75968008.38896203,-30107741.425526798,22003499.649107605,-75151755.88122559,162860535.80588245,-76729245.0634222,14163906.407051086,0.22786454922878405,-0.0903075791206508,0.06599906507129268,-0.0016681944060757993,0.0036151255764571215,-0.0017032110014770373,0.0003144058200551849,56.1
167,17709.0,636.0142805576324,219.55087280273438,91.37931823730469,86.61678314208984,283.1708679199219,67.5569076538086,99.0,19.0,233.0,144.0,17709.0,3843478.833333333,1633168.6666666665,903863557.3333333,329192301.6666666,169464322.16666666,226368281334.75,72477160118.21666,32092030874.75,19100266129.4,69692822.54981315,-25263014.929219842,18849386.609504938,-53663859.38638306,86516124.46268654,-28077908.179352283,-4837279.802368164,0.22222861410463682,-0.08055585339239968,0.06010479859613624,-0.001285869241971388,0.002073060429369076,-0.0006727901965971404,-0.00011590872113556893,56.1
168,16596.0,618.156415939331,222.5114288330078,82.05767822265625,87.02741241455078,268.6454162597656,67.25617980957031,112.0,14.0,223.0,147.0,16596.0,3682910.0,1358087.0,876605297.0,280373625.1666666,127582879.33333333,220884575305.80002,62545889837.566666,24778462775.933334,13180823567.7,59310402.561581135,-21006960.10508561,16447647.978247747,28455531.733032227,134900978.4682474,-96067428.27586317,48543280.59239578,0.21533965823327036,-0.0762704587083566,0.05971685811269917,0.0008019700323185229,0.003801951166366497,-0.0027074946018217187,0.0013681085516437249,59.0
169,16338.5,636.8843377828598,242.1239776611328,70.14231872558594,84.66278839111328,278.3262023925781,71.84393310546875,112.0,6.0,243.0,137.0,16338.5,3932640.6666666665,1139894.1666666665,1011374949.25,256538289.625,92381303.75,274415427601.90002,62128185247.1,19708615426.966667,8248998670.05,64797074.101091385,-17831704.898943067,12853886.226929083,-213300374.9899292,151318993.7899952,-39216942.88874006,10234455.96465683,0.2427342337741857,-0.06679877580243142,0.04815152948799023,-0.006251167886461885,0.004434687161878661,-0.001149326127546078,0.0002999399436812603,59.0
170,17725.0,678.8427076339722,230.5140380859375,77.53805541992188,81.33757781982422,309.61566162109375,71.55300903320312,90.0,9.0,261.0,135.0,17725.0,4001607.1666666665,1405052.0,989980495.3333333,291094269.6666666,127326409.83333333,262192878796.65002,66747418248.85,24670785116.216667,12552155088.800001,86575140.39296508,-26111155.02948755,15948631.40151386,-396257986.9554138,61894709.37428856,65131355.8769989,-69426839.83550644,0.27556288108908855,-0.08311005995289275,0.05076342698932758,-0.009473542751141166,0.0014797485341103216,0.0015571287006259508,-0.001659823036784129,59.0
171,16190.5,605.7127648591995,188.09849548339844,129.91285705566406,85.42668914794922,260.40838623046875,116.68794250488281,78.0,54.0,221.0,147.0,16190.5,3029272.5,2101871.333333333,619867768.0833333,416335699.625,291870798.5833333,136096483602.75,89041520502.3,60476817694.666664,42725666789.9,53085279.63293028,23071685.01118332,19003184.742596924,253369493.55569458,-64012622.54186821,-123139710.90670824,-99407363.73448181,0.2025133171586833,0.0880154252998723,0.07249463514957759,0.007596327337699856,-0.0019191767238772484,-0.0036918791571545974,-0.002980354359586419,62.4
172,15391.0,597.1269783973694,165.5475311279297,87.30286407470703,83.9646224975586,263.1806335449219,65.0768051147461,60.0,16.0,217.0,146.0,15391.0,2591345.0,1318525.3333333333,484537557.1666666,203126670.41666666,128637311.5,97996440258.3,35101579215.36667,18402325498.266666,13757605529.6,48239141.92236799,-18870212.820723176,15681099.77614984,172225163.3943329,-53809049.9743948,-22854585.54449606,50672345.05034256,0.203641317256556,-0.07966051721873131,0.06619769106974785,0.005860430366071216,-0.0018309995138013806,-0.0007776895343816187,0.0017242645836435166,62.4
173,16194.5,613.0853482484818,173.44873046875,87.69275665283203,85.32476043701172,262.4211120605469,65.05950164794922,60.0,14.0,222.0,141.0,16194.5,2798444.5,1435156.0,537498151.4166666,226346187.625,144675934.25,111373592844.95001,40126471156.066666,21225392576.066666,15859516910.7,53920911.02145529,-21651862.011728495,17492461.815778524,-142545310.47927856,-23618607.22189331,62653798.724626064,-62021769.3372879,0.20559953756921243,-0.08255819000076735,0.06669846618207424,-0.004271044286332423,-0.0007076775594161774,0.0018772778154545861,-0.0018583405000528476,62.4
174,16213.5,615.5706294775009,309.8089904785156,77.15185546875,85.37421417236328,268.13580322265625,68.1427993774414,198.0,9.0,223.0,139.0,16213.5,5022686.666666666,1250036.3333333333,1613036019.75,367262708.875,111952787.75,535121669066.30005,112047580880.95,31539855420.516666,11068143236.6,57086881.59284067,-19978838.24821341,15576876.647928014,59310705.22607422,63201031.23827553,-60676661.51221657,34845315.42456055,0.21716146772283648,-0.0760005401647877,0.05925524920993149,0.001771907915524319,0.0018881314442905765,-0.001812715873319631,0.0010410041489875442,62.4
175,16577.5,603.6883796453476,325.981689453125,92.09425354003906,88.24551391601562,260.1502990722656,81.42587280273438,210.0,37.0,233.0,105.0,16577.5,5409663.833333333,1537631.6666666665,1831485158.25,493143757.7083333,151815854.41666666,640853533750.75,164050616488.96667,47993419764.0,15773329387.400002,66172970.66594362,-8624929.738792062,9194159.81035626,5029803.630859375,-198132442.37048244,52004786.70205498,-13811484.186105728,0.2407922797133033,-0.03138466466399179,0.033455996889731686,0.00014215215195164483,-0.005599612852000579,0.0014697576454332324,-0.0003903397314868121,62.4
176,18275.5,642.5168067216873,162.08509826660156,122.9386215209961,95.61141967773438,272.2138977050781,90.8338623046875,36.0,75.0,250.0,98.0,18275.5,2980486.0,2261085.833333333,567523458.75,370697598.875,289918210.9166666,119208669868.3,70414337130.33333,47745851022.1,38393344142.75,81446645.73826301,1945188.76045686,10171602.304005206,87611718.5553894,-435405333.6078625,-17200400.899568558,7106213.6758880615,0.2438566862367811,0.0058240248070424465,0.030454455295116447,0.0019403900107577152,-0.00964318670942628,-0.00038094773891976996,0.00015738563583004667,71.7
177,19249.0,678.6416971683502,163.72772216796875,116.6828384399414,90.85924530029297,294.3226623535156,106.93211364746094,27.0,45.0,261.0,136.0,19249.0,3113227.1666666665,2243034.1666666665,595615442.0,388653973.25,279179997.0,126183985684.45001,77349354847.5,50967121326.066666,36616017721.75,92099239.01431978,25877989.903945982,17805262.06135243,61180303.49580383,-426836589.7512245,-216897692.5176916,-65674533.485702515,0.24856483997191794,0.06984160225546625,0.04805427452283295,0.0011901212117780098,-0.008303118003668645,-0.004219242630411501,-0.0012775460550031525,71.7
178,19109.0,688.7838325500488,168.5814666748047,133.10520935058594,90.7622299194336,293.35675048828125,109.03575897216797,33.0,58.0,263.0,143.0,19109.0,3196559.6666666665,2548172.5,624736297.1666666,454686484.9166666,359362267.0,134990931465.70001,92529863997.21666,67476606456.816666,53035920926.65,90014767.91028953,28427369.462735713,19565150.994125843,369444059.8476715,-288986675.2388935,-219170958.99072647,-102799349.14756775,0.24651187511352105,0.0778503829259197,0.05358056428305042,0.007319034377154867,-0.005725097898407803,-0.004341982880949647,-0.0020365518142866313,71.7
179,14692.5,582.5411919355392,148.51290893554688,81.11683654785156,82.53109741210938,248.1370086669922,63.75254821777344,39.0,14.0,211.0,146.0,14692.5,2151802.5,1196981.3333333333,359181746.75,156752393.4583333,112775473.58333333,65552954095.950005,23951841407.8,13391673840.4,11730199449.900002,44037693.72932619,-18552518.947315842,15258760.134400576,49532654.19306946,123961004.22351742,-102048008.35280323,56281543.590452194,0.20400140943601072,-0.08594319305418892,0.07068509520040568,0.0018930075743838267,0.004737463068477707,-0.003900006085070032,0.0021509323505956328,45.9
180,14676.5,580.5411919355392,148.51556396484375,80.94992065429688,82.68468475341797,246.96676635742188,63.159297943115234,37.0,14.0,212.0,144.0,14676.5,2144265.6666666665,1198017.0,356382429.25,156516741.125,113317019.58333333,64734207272.4,23794696449.75,13431166803.55,11843361585.0,43100975.95763171,-18515911.15469882,15524989.311197609,71754157.857193,114245143.87630844,-101830973.43349934,58936273.14551926,0.2000977044642917,-0.08596072909722545,0.07207527565169321,0.0027497348911894736,0.004378057908377437,-0.0039023269036361783,0.0022585329054720677,45.9
181,14944.5,596.3401814699173,145.79957580566406,82.75634002685547,82.87858581542969,254.894775390625,63.086830139160156,31.0,15.0,219.0,149.0,14944.5,2149568.0,1240063.3333333333,354999739.25,158567189.79166666,119157747.58333333,64343708383.5,23882425148.65,13734106175.916666,12660888427.7,45812908.86932486,-19799464.11489871,16259887.45567584,102549075.06025696,121070066.1949172,-119318309.35488033,75005050.10284615,0.2051280678066313,-0.08865243263815827,0.07280391878301658,0.0037560232695921947,0.004434384080129186,-0.004370223194719155,0.0027471794685391543,45.9
182,19118.0,691.6122596263885,189.3675994873047,87.54928588867188,82.73914337158203,319.2931823730469,66.89551544189453,54.0,10.0,258.0,155.0,19118.0,3563975.5,1698496.1666666665,756938275.1666666,280670632.75,174677189.8333333,175435310163.95,53919029870.666664,26178832597.066666,19708180168.75,92542346.48164475,-35962839.62388408,23778077.573611557,-176510050.1123352,78910605.36916256,5606606.501828194,-35646829.627758026,0.2531952725445432,-0.09839410093033546,0.0650566693057648,-0.0034927161719626025,0.0015614541344066628,0.00011094147435969438,-0.0007053663983485848,60.3
183,18615.0,678.2396762371063,185.5308380126953,85.53225708007812,84.46870422363281,308.9289855957031,68.35543823242188,49.0,12.0,260.0,151.0,18615.0,3426398.5,1592218.5,717759684.6666666,262411612.41666666,156543252.66666666,164172415111.05002,50198885905.5,23522320112.1,16893465157.25,87074394.26633084,-30662525.647918373,20354171.187093735,1915261.0651245117,93799431.79842663,-46666454.405910015,21714484.214479446,0.2512837362777408,-0.08848748330024597,0.05873910726367635,4.0510758869744405e-05,0.001984004286881937,-0.000987068299026295,0.00045929521046075275,60.3
184,18685.5,673.2863587141037,204.72613525390625,122.57550811767578,85.52992248535156,300.9173583984375,102.95487213134766,64.0,65.0,266.0,120.0,18685.5,3782376.1666666665,2279754.333333333,857283008.25,479842026.5416666,290885682.4166666,210266716902.45,112115051550.43333,63461076744.73333,38639284294.8,91642834.52341914,18367168.697078407,12740606.269273758,-368383297.5670471,84988923.85530853,97273942.89091158,40434935.81250763,0.26247567816688416,0.0526056956317653,0.03649057002847623,-0.007718592664301638,0.0017807400296075623,0.002038143278981955,0.0008472175611792647,60.3
185,17617.5,645.9137753248215,187.05711364746094,99.40824127197266,85.26415252685547,283.2198486328125,69.96019744873047,55.0,30.0,244.0,134.0,17617.5,3220618.0,1779092.0,661896950.0833333,301969207.5416666,196041557.0833333,147280854313.5,58428820739.78333,31205684848.583332,23025478559.100002,73142569.38663971,-23262846.884670794,16381086.275102854,-461207990.98168945,92843336.54063702,66108977.36861801,-80120133.17712021,0.2356577094120235,-0.07495045986510702,0.05277814686636652,-0.011195309978586122,0.002253668523405721,0.0016047217491476566,-0.0019448269413854839,55.7
186,17414.5,640.1980460882187,190.41146850585938,93.05110168457031,86.16024017333984,283.63427734375,69.05174255371094,64.0,25.0,240.0,145.0,17414.5,3284338.1666666665,1623540.0,689709207.75,282687984.4583333,168414998.91666666,156573966497.05002,55629261081.2,27271020269.6,18924679715.100002,70289919.62669134,-23508253.56802398,17053654.542725414,-16805930.43875122,195434195.54971123,-108383605.6461606,43685834.49718475,0.23177736832950382,-0.07751724820510716,0.0562335423245019,-0.00041993786656657555,0.004883408236896104,-0.002708233280609944,0.0010915989569745858,55.7
187,18479.5,659.3107439279556,223.82472229003906,86.47979736328125,88.79397583007812,287.8728942871094,64.30313873291016,94.0,10.0,243.0,157.0,18479.5,4075478.6666666665,1627965.5,969584677.75,329714028.2916666,166745274.5833333,244877905335.7,72652139516.13333,31556002336.733334,18776613543.65,70776465.27373648,-29318340.83733219,23328425.14529386,-172968245.69418335,167610202.22339058,-52445647.84496498,-23207713.496311188,0.207256632080555,-0.0858536881805835,0.06831325651340608,-0.0037259827491633655,0.003610562849624472,-0.0011297540676022924,-0.0004999272542063436,61.5
188,18960.0,662.8427076339722,231.63381958007812,77.71973419189453,87.01258087158203,295.16064453125,74.74734497070312,92.0,13.0,260.0,127.0,18960.0,4322175.0,1492239.3333333333,1074786329.3333333,318639665.5,132331773.0,285484680339.3,74839896575.73334,26825165082.766666,12713875976.2,89491143.11893451,-21535415.75263709,14885663.931059554,-327944450.0703125,67809845.83643055,48314234.94323492,-44384739.08241844,0.24894498944851284,-0.05990686519876703,0.041408694995959616,-0.006625283291395009,0.0013699254203443658,0.0009760662009596977,-0.0008966807341079444,61.5
189,18948.0,669.4701242446899,230.24862670898438,78.2271728515625,87.24263000488281,293.6570129394531,72.64680480957031,92.0,11.0,258.0,132.0,18948.0,4291336.833333333,1502335.6666666665,1058683363.1666666,316314765.25,135651459.3333333,278763803138.95,73211529319.98334,26950103928.15,13336834691.7,86782802.83716702,-23933724.426855326,16535328.061495796,-315539684.7994385,112393273.5259409,23086393.461376667,-40685458.47353554,0.24171684688158188,-0.0666627973914033,0.046055983795277235,-0.006384774263958621,0.002274216888777745,0.0004671406416391357,-0.000823248170334894,61.5
190,16322.5,613.2274836301804,304.3987121582031,69.13645935058594,88.17156982421875,259.8393859863281,66.63780212402344,190.0,3.0,227.0,143.0,16322.5,4956358.0,1116699.5,1564011578.25,317105822.5416666,93384558.75,510978069974.30005,93799751464.1,25191563003.766666,8821803972.050001,59004096.297848225,-21982092.9382537,16985859.20640987,229584914.46032715,148123156.9490552,-157036809.42552567,108758113.2917099,0.22146689079692577,-0.08250792879987968,0.0637549875684668,0.006744917700383328,0.004351673129268184,-0.004613545092872311,0.0031951773709779667,49.5
191,16397.0,624.7838325500488,307.209228515625,70.9693832397461,86.2509765625,268.72650146484375,65.869873046875,189.0,4.0,231.0,145.0,16397.0,5007143.5,1159049.8333333333,1589961518.3333333,329985949.6666666,99954721.66666666,522914256734.15,97924705870.33333,26979571383.966667,9717084836.25,60932669.78834033,-23952504.876913488,18025312.863225326,174565039.96514893,164300026.3159895,-157303734.44244957,103315535.25379944,0.22663209528118358,-0.0890886019986345,0.06704308930631046,0.00507044738528706,0.004772287962141924,-0.004569072416555145,0.003000921522956405,49.5
192,16348.0,613.1269783973694,305.7256774902344,77.23152160644531,82.2676773071289,274.2955322265625,63.670448303222656,192.0,4.0,224.0,149.0,16348.0,4968864.833333333,1272013.8333333333,1568120130.8333333,361591401.4166666,118272780.16666666,511811903035.55005,106880526482.83333,31994904766.266666,12232120745.25,57867027.582984924,-25028662.442125082,19299254.830762506,15729236.12121582,81993483.05452824,-58425818.409558296,26196429.474222183,0.21652194354012352,-0.09365012965988391,0.07221231743483422,0.00046030538893845484,0.0023994834724952864,-0.0017097918080576481,0.0007666206778895103,49.5
193,17423.5,670.9432128667831,275.3935852050781,73.56111145019531,80.28034973144531,304.9035949707031,74.07525634765625,141.0,11.0,258.0,131.0,17423.5,4781142.333333333,1283668.0,1393770685.0833333,331326550.0416666,107609192.08333333,427218054024.60004,91259932575.95,26451996125.45,9832226006.1,81788476.48046303,-20921816.632384658,13035568.286507204,-130109086.72003174,56760917.1622324,6016230.497598171,-16608047.083147049,0.269414719047916,-0.06891735355080693,0.04293971618823556,-0.0032469016149598066,0.0014164814944648873,0.00015013638947950934,-0.0004144575621503948,49.5
194,17133.5,657.7716399431229,267.79425048828125,68.10277557373047,80.38273620605469,304.8279113769531,76.34335327148438,135.0,10.0,257.0,125.0,17133.5,4561074.5,1167937.6666666665,1297894691.5833333,292051811.625,91213800.41666666,390026978298.75,78694338880.26666,21608597552.333332,7824637515.8,83700242.43107319,-18862520.47426939,11599104.457360193,-46297112.48980713,263581861.2655859,-101645120.10410404,25524945.855443954,0.28512450090426467,-0.06425509150049871,0.039512297375538824,-0.0012048658163032026,0.006859623794170682,-0.002645277945453539,0.0006642775989752152,49.5
195,17020.0,610.156415939331,151.4488525390625,82.24564361572266,92.95064544677734,249.2461700439453,67.97350311279297,35.0,18.0,225.0,137.0,17020.0,2565254.6666666665,1394547.3333333333,444212097.6666666,190277463.0833333,131297862.66666666,84513366217.20001,30530783824.1,16401624908.566666,13617892760.800001,57576874.11466247,-19908732.84621358,17034509.851912796,205737159.7006073,135198832.72999573,-125115063.67539978,68424791.85658455,0.19875999244223105,-0.06872654430956868,0.05880449575433062,0.005443946524727628,0.0035774539546417176,-0.0033106305009651497,0.0018105669796109527,52.7
196,17511.0,642.2396762371063,164.115234375,82.73039245605469,83.67974853515625,289.31591796875,65.12694549560547,43.0,10.0,238.0,155.0,17511.0,2842686.1666666665,1458596.8333333333,531215689.0,207895122.8333333,142718209.0,109013322748.35,35034214220.666664,18201311338.2,15510565268.75,69742064.29792553,-28889357.8279922,21222879.08109033,133813099.23902893,165687804.7366104,-154420873.88703966,87141355.19886208,0.22744317112300233,-0.09421411915822976,0.06921216008093975,0.003297776807712718,0.004083317723664678,-0.003805648172169975,0.0021475680766808378,52.7
197,17661.0,648.0975408554077,161.8131561279297,82.33606719970703,84.07881927490234,289.790771484375,65.77651977539062,41.0,9.0,238.0,156.0,17661.0,2825460.833333333,1464685.1666666665,522726354.0,205986562.25,142209632.0,106325327972.75,34435953287.1,17929974996.666668,15291991471.050001,70700482.26563084,-28338253.535118133,20738444.782211617,76206923.16217041,151808219.86390305,-120786915.7104969,58260456.271253586,0.22666882595505797,-0.09085367528736876,0.0664883573672998,0.0018384685337137637,0.003662326515728308,-0.002913947114037516,0.0014055155512127605,52.7
198,17024.5,628.5411919355392,169.48634338378906,77.06283569335938,87.98980712890625,266.6791687011719,66.771484375,49.0,9.0,233.0,147.0,17024.5,2860078.6666666665,1313729.8333333333,542723193.5833333,197616398.54166666,119361825.41666666,112226855736.90001,34293409488.866665,16342952591.133333,12068194925.35,62236249.50146431,-23087332.55646965,17985216.706277072,139442487.8848114,170323581.9459629,-146411289.48314,81668301.77794838,0.21473096786494583,-0.07965719825636279,0.06205359451341623,0.0036873062390596996,0.004503901328030974,-0.003871583685640493,0.002159571614413517,52.7
199,16813.0,622.2396762371063,172.39785766601562,79.99561309814453,85.68753051757812,272.43133544921875,64.42350006103516,52.0,9.0,230.0,153.0,16813.0,2865532.333333333,1351836.5,548126068.5,205606765.3333333,128242782.33333333,113837553704.1,35796399220.98333,17725932955.95,13533223170.45,59737586.172112286,-24794186.31896943,19549394.91096671,54591626.38755798,176358725.62827206,-144076393.07922268,78251112.70460892,0.21132809787596207,-0.087712084952239,0.06915807460411362,0.00148940566208255,0.004811537993824573,-0.003930789570202883,0.0021348997646471798,52.7
200,17529.0,636.0731556415558,203.14859008789062,70.91011810302734,83.5764389038086,286.799560546875,75.87654876708984,71.0,11.0,249.0,119.0,17529.0,3494587.5,1262338.5,773830372.6666666,234152405.75,103125742.33333333,184737622234.95,48936142162.5,18017380226.4,9163294635.25,77148200.54297161,-17507834.016601056,12219330.753537,-294052245.6934204,190032511.43585873,-20174923.623229504,-23165413.657182693,0.25107965236842456,-0.05697943500527628,0.039767943985472176,-0.0072282247520178665,0.004671270915172362,-0.0004959284767902743,-0.0005694389988170982,52.7
201,19102.5,673.3107439279556,180.61903381347656,118.88831329345703,90.2149887084961,296.9529724121094,113.00048828125,52.0,38.0,250.0,156.0,19102.5,3411855.6666666665,2267720.6666666665,692116227.25,435989109.2916666,292050015.5833333,153343307981.4,93063529181.01666,59387602021.38333,40028746961.3,82732162.85186136,30956490.158894658,22841429.166523457,172724590.83374023,-158008576.22240257,-124705038.93135786,-64634428.198905945,0.22672215528362244,0.08483426429220854,0.062595463141284,0.0034247482440500775,-0.003132962083455804,-0.0024726262835120137,-0.0012815583664775071,63.7
202,18555.5,653.9137753248215,186.53953552246094,127.31440734863281,95.350341796875,271.0395812988281,105.32829284667969,58.0,54.0,248.0,136.0,18555.5,3452568.5,2380095.1666666665,720511250.5833333,460847857.9583333,320172920.5833333,163284597624.95,98896869474.41667,64079483221.816666,44841801283.75,78101762.9816922,17990397.936475515,14880527.363531828,156801500.36505127,-217221090.54938507,-109391155.5403924,-43874838.624946594,0.2268378458668514,0.05225110110707946,0.043218829430233724,0.0033432477452638065,-0.004631485792624733,-0.0023323867007699448,-0.0009354786463469317,63.7
203,20130.5,682.1147857904434,327.7381896972656,133.7528533935547,97.4222183227539,290.1588439941406,98.77816772460938,192.0,70.0,266.0,116.0,20130.5,6604459.333333333,2715019.1666666665,2268225338.9166665,904480426.7083333,379737375.4166666,810929795677.3,314516051220.5333,128159841081.43333,54840928825.350006,101419592.13174915,13730883.702915907,13560227.538205564,217436153.88427734,-411317475.2775135,-129037890.44927597,-32363338.139419556,0.2502722716854901,0.033883585847139915,0.0334624590695474,0.003781772090686227,-0.007153865264025444,-0.002244299689930199,-0.0005628814102471483,63.7
